block_group_id,income,k12_pop,poverty_rate,total_pop,%Christian,%first_gen,state,county,lat,lon
421010041014,54853,144,0.0,791,36.3,35.0,42,101,39.92093183536407,-75.15780006797502
421010041015,-666666666,55,0.0,634,36.3,35.0,42,101,39.9221721851355,-75.15752715101672
421010041031,62500,782,0.0,2444,36.3,35.0,42,101,39.91956253404572,-75.1621149681534
421010041032,47378,620,0.0,2556,36.3,35.0,42,101,39.91905942228805,-75.1582048468019
421010041041,70431,201,0.0,1320,36.3,35.0,42,101,39.917030751421336,-75.16295022913113
421010041042,54300,186,0.0,2377,36.3,35.0,42,101,39.916527541893124,-75.15903783717955
421010042011,-666666666,47,0.0,595,36.3,35.0,42,101,39.92290254672994,-75.14870906434781
421010042012,80227,574,0.0,2592,36.3,35.0,42,101,39.92091940501341,-75.1527582924352
421010042013,-666666666,51,0.0,422,36.3,35.0,42,101,39.92040265861744,-75.14917548644699
421010042014,90838,88,0.0,1307,36.3,35.0,42,101,39.92335634691455,-75.15222784270568
421010042021,75056,444,0.0,1984,36.3,35.0,42,101,39.91721781101734,-75.14890952626584
421010042022,53355,38,0.0,1073,36.3,35.0,42,101,39.915515019575906,-75.15260530561808
421010042023,54125,282,0.0,1355,36.3,35.0,42,101,39.91780072607308,-75.153428694292
421010042024,71360,78,0.0,1110,36.3,35.0,42,101,39.919050061490026,-75.15316326129916
421010054001,60000,417,0.0,1739,36.3,35.0,42,101,39.88790773918634,-75.25530077916713
421010055001,-666666666,331,0.0,1854,36.3,35.0,42,101,39.91023996930902,-75.2477548962837
421010055002,-666666666,152,0.0,641,36.3,35.0,42,101,39.908848425247484,-75.24517354519622
421010055003,106522,217,0.0,1165,36.3,35.0,42,101,39.901011840393025,-75.25175129408326
421010055004,41896,140,0.0,2237,36.3,35.0,42,101,39.90501994961664,-75.244837065528
421010056001,34523,95,0.0,1138,36.3,35.0,42,101,39.898832795625125,-75.24473463717514
421010060001,55802,504,0.0,1752,36.3,35.0,42,101,39.90957992920108,-75.23815391653044
421010060002,46298,211,0.0,968,36.3,35.0,42,101,39.90941690305817,-75.23449056814158
421010060003,46235,338,0.0,1337,36.3,35.0,42,101,39.9139602330536,-75.23721892836349
421010060004,-666666666,92,0.0,1366,36.3,35.0,42,101,39.91479343895173,-75.2414253345528
421010060005,69263,281,0.0,1017,36.3,35.0,42,101,39.916951115739685,-75.23855730046832
421010061001,40175,511,0.0,2308,36.3,35.0,42,101,39.91445340206133,-75.22899778565724
421010061002,61944,103,0.0,611,36.3,35.0,42,101,39.917971011249456,-75.22777295824788
421010062001,-666666666,13,0.0,468,36.3,35.0,42,101,39.92035394811303,-75.22987855826558
421010062002,45523,112,0.0,810,36.3,35.0,42,101,39.91910216009128,-75.23165509062888
421010062003,-666666666,81,0.0,913,36.3,35.0,42,101,39.91795721371922,-75.23328597524639
421010062004,60056,473,0.0,2203,36.3,35.0,42,101,39.91955839927196,-75.23495885941
421010063001,55030,113,0.0,538,36.3,35.0,42,101,39.92516309688639,-75.2349826605252
421010063002,31585,318,0.0,1126,36.3,35.0,42,101,39.923943741595714,-75.23548556670683
421010063003,43105,110,0.0,745,36.3,35.0,42,101,39.922963447996494,-75.23732556792677
421010063004,30625,355,0.0,2006,36.3,35.0,42,101,39.91964337068405,-75.24200750537929
421010064001,23514,273,0.0,1070,36.3,35.0,42,101,39.92842328068817,-75.23856537973913
421010064002,50589,526,0.0,1858,36.3,35.0,42,101,39.92820612884397,-75.24160201906601
421010064003,34787,387,0.0,1789,36.3,35.0,42,101,39.92412575315667,-75.24303734236936
421010065001,43292,232,0.0,1025,36.3,35.0,42,101,39.932411850343016,-75.23541504269356
421010065002,18387,11,0.0,468,36.3,35.0,42,101,39.942909112349206,-75.24042345098877
421010065003,52107,955,0.0,3179,36.3,35.0,42,101,39.937801353283476,-75.23471871871988
421010066001,-666666666,16,0.0,301,36.3,35.0,42,101,39.92848998685566,-75.2338842616629
421010066002,37157,226,0.0,1183,36.3,35.0,42,101,39.92690163861804,-75.2316672376133
421010066003,20938,612,0.0,1912,36.3,35.0,42,101,39.930741993443526,-75.22757116015286
421010067001,24306,250,0.0,1283,36.3,35.0,42,101,39.926809904124866,-75.22185249673018
421010067002,46656,749,0.0,2436,36.3,35.0,42,101,39.92341522981026,-75.22937722306708
421010067003,44184,533,0.0,2729,36.3,35.0,42,101,39.9212225489398,-75.22410872294034
421010067004,36996,166,0.0,1420,36.3,35.0,42,101,39.92524614573172,-75.22658169424878
421010070001,37333,295,0.0,1131,36.3,35.0,42,101,39.93780629527021,-75.21985816884853
421010070002,-666666666,89,0.0,285,36.3,35.0,42,101,39.93671969855162,-75.22200869098447
421010070003,41633,74,0.0,744,36.3,35.0,42,101,39.93334342475167,-75.2225745585574
421010070004,42917,50,0.0,325,36.3,35.0,42,101,39.935033701759764,-75.22380874949968
421010070005,35667,188,0.0,1036,36.3,35.0,42,101,39.935421131264825,-75.21934313690824
421010071011,40909,145,0.0,617,36.3,35.0,42,101,39.9363684802805,-75.22754279156891
421010071012,40586,249,0.0,1353,36.3,35.0,42,101,39.937865032976134,-75.22541822469756
421010071013,30625,12,0.0,347,36.3,35.0,42,101,39.939650169983814,-75.22287362977403
421010071021,67825,63,0.0,1196,36.3,35.0,42,101,39.94288936132483,-75.2254638782306
421010071022,29659,166,0.0,988,36.3,35.0,42,101,39.93867674686254,-75.22932493918239
421010071023,-666666666,56,0.0,673,36.3,35.0,42,101,39.940664625786134,-75.22659233724121
421010071024,-666666666,181,0.0,1056,36.3,35.0,42,101,39.942382329552274,-75.22863146917466
421010071025,34427,158,0.0,671,36.3,35.0,42,101,39.940353201915705,-75.23138605500694
421010072001,40565,131,0.0,886,36.3,35.0,42,101,39.94232347136256,-75.23433548743249
421010072002,78750,0,0.0,336,36.3,35.0,42,101,39.94639413174584,-75.23126658134883
421010072003,61125,0,0.0,350,36.3,35.0,42,101,39.943002986074184,-75.23131258966863
421010072004,58627,57,0.0,1150,36.3,35.0,42,101,39.944637074386584,-75.22892768446995
421010072005,31159,43,0.0,787,36.3,35.0,42,101,39.94433265825448,-75.23248711105764
421010072006,35678,144,0.0,1016,36.3,35.0,42,101,39.94532314100459,-75.23633519534313
421010073001,103599,83,0.0,731,36.3,35.0,42,101,39.9432152252243,-75.22010743511885
421010073002,58527,185,0.0,737,36.3,35.0,42,101,39.94257772916234,-75.22257435698057
